time_s,hrr_kW
0.0,595.1823386807064
3.289414863530889,3323.784288151248
6.578829727061778,7591.929291439898
9.868244590592667,5361.221916653922
13.157659454123555,4064.24713480342
16.447074317654444,3693.324705202622
19.736489181185334,3180.8947592132495
23.02590404471622,2968.1509686429927
26.31531890824711,2212.9094893463857
29.604733771778,1993.2942745743558
32.89414863530889,1829.6139830185566
36.183563498839774,1853.8587107518586
39.47297836237067,1710.193167585686
42.762393225901555,1175.7836512463618
46.05180808943244,959.4545445585535
49.341222952963335,897.0348749614315
52.63063781649422,631.1365440358059
55.92005268002511,443.9893166879246
59.209467543556,370.1963278512223
62.49888240708689,376.8551399372879
65.78829727061778,401.7464214773288
69.07771213414867,267.23889575546616
72.36712699767955,411.9550180644074
75.65654186121044,419.3390148125625
78.94595672474134,323.71589175631743
