time_s,hrr_kW
0.0,351.75118988699944
6.861376145811534,548.0387516765985
27.145384919381435,687.7101549391964
40.4802886965501,1217.360322570666
78.04527711599334,1348.3883845623611
124.62361950126217,1449.71540539823
168.79304655040602,1367.636908048191
211.20745029324306,1341.6932358604038
264.22467693658473,1303.5499773348563
305.8891924738895,1212.779587201013
332.36659727344306,1259.5508593047002
402.1511554548885,1495.3586791015834
427.3476427306617,1751.6950265268138
476.7572364789534,1711.2543267418223
520.7460564876942,1857.095087247271
555.5077747754541,2010.2243735664804
564.5879881617082,1883.2338797270183
574.9372207489666,2160.738405671469
588.29602325418,2571.548255457501
600.3776366796473,2802.0249281738297
614.5231283405453,2966.5469321431137
628.8953193001921,3120.063805500715
653.856245617687,3558.646511067551
687.3600049911582,3777.241025410768
731.1927180796094,3884.984859112138
768.3722059822558,3932.275732894032
774.0964645118678,4190.347558248037
780.7704475642795,4470.050726701837
792.7946533925971,4878.117188279917
798.797559361775,5012.875417599105
829.241946418733,5177.323151898463
846.2387056044782,5663.629513675491
847.4750897771617,5413.83751206142
853.7012215957154,5210.564561739576
862.126622866249,5941.259177571208
881.6928948178091,6125.257824292959
910.1143681270898,6179.6332130009205
946.672338674348,6416.966792318991
979.3111767838495,6325.938804744498
991.6438001627695,6101.888931790977
1001.4503426491458,5895.770157191246
1026.5044202460952,5827.093380621913
1049.19008457685,5183.745173429605
1055.1202147205258,5395.600739612337
1073.703491772389,4966.073565480016
1087.7986096901257,5259.956128841279
1099.2132108725862,5069.429115160622
1135.8899610115454,4979.683921195597
1157.2825120284178,4848.788010216572
1174.6270172391894,4651.095164787547
1198.0178695445256,4481.468542531276
1232.9574189648504,4341.613794118835
1267.679607254338,4072.035604966281
1298.3312968786008,3864.82392897124
1324.9020325804825,3588.69733796715
1341.967630438025,3357.0409009001714
1375.9825266899484,3155.898323962828
1400.5168261518945,3056.941437592633
1434.727062278194,2835.1870117635062
1478.1687779456374,2595.443283219975
1517.338704827796,2525.9039925277298
1538.059498211484,2389.776959072636
1569.983537553003,2356.5258743253635
1576.9145418953694,2212.264405696232
1618.482524816106,2203.243100664503
1652.3429529344369,2100.642837889978
1697.2569791364936,1913.3805025524164
1743.509704303552,1729.7194760024945
1788.3948706477627,1525.766173669964
1833.2478381638932,1422.447017755061
1878.08673035553,1306.2398041681938
1923.598635653964,1211.046751965194
1967.7422288083585,1212.0548428365305
2012.5746698096032,1179.783540752755
2057.3957812409444,1249.7766366362064
2102.2150075841832,1297.5294083717697
2147.02633369456,1294.0760984152544
2192.8162982605904,1247.157859185072
2233.503191724198,1133.375547466356
2277.6825385840243,946.5687760530052
2326.318884346696,851.0407341701691
2373.3530736102143,874.9400748705477
2416.30735060778,847.4126945754339
2460.76946954235,887.7399201390135
2507.7925849019534,770.2773059255971
2547.3623688140483,634.4115578911378
2587.3828086312224,523.9767044431235
2614.3308613711783,443.4692978661773
2654.226583639823,432.6052133509986
2701.2296207361314,513.324306825142
2746.048661426754,414.0833196294213
2790.875129491439,354.4545839883941
2835.6937861826345,446.1019696669102
2880.5063337920187,411.7194481277265
2925.3113724671302,364.6316909835294
2970.1290831233705,499.8592906385924
3014.9525309214805,659.3333080156652
3055.7857384736817,323.94788344893914
3059.765216580245,536.5711023886832
3104.5699334574892,599.203848350526
3149.372251131695,597.0871167055483
3194.1745688059004,425.80121437520745
3238.9733720919517,476.3777285236202
3283.7827140994987,517.4451832296863
3328.593717777297,508.4157585202436
3373.4068033032354,397.2958229633256
3418.2242016822547,410.518745679486
3463.033659841694,349.6491998161971
3507.8497062888414,281.8072928827154
3552.661887353318,235.104196966538
3597.4711360585243,252.321783560014
3642.2777189825756,228.38123455487977
3687.0844351956853,305.59568898923544
3727.816016188492,359.96278768153525
3833.724124777386,363.7738115791686
3878.520444443995,382.8343759396729
3923.326760789931,405.4329661863886
3968.1323573749573,381.0667827430533
4012.935128231959,305.4186567212908
4057.7537738157325,285.4180205032478
4102.558117483615,264.3500002261558
4147.381441513314,319.7829409907799
4192.1887042115595,383.7827535026058
4236.995401383377,427.9901681995999
4281.8040026845865,370.9294146705777
4326.26851257097,325.30522108706225
4371.404532730021,298.1806249299661
4418.019834838098,278.7720866110314
4460.983516599279,296.2530744826573
4505.5945758551325,250.1471511229277
4550.587745627635,349.75831470501817
4596.374962383827,291.8317428683199
4639.828379561115,217.04867234785604
4685.008882615905,195.0462893833441
4729.805708780935,297.62292472067645
4774.614333249053,249.66645331619048
4819.431783674276,191.2749129426396
4864.243248310066,222.25356045383023
4907.212312061248,242.1100896943776
4941.6049422669885,271.2089814022149
